"FEATURE,N,8,0","IDINCENDIO,N,10,5","NUMPARTE,N,12,5","FECHA,C,4","CMUNICIPIO,N,5,0","MUNICIPIO,C,100","FECHAEXTIN,C,10","SUPFOREST,N,19,2","SUPQUEMADA,N,19,2","SUPDIBUJO,N,19,2","GEOM_AREA,N,19,2","GEOM_PERI,N,19,2","BEGINLIFE,C,10"
30200036,277,2010310128,2010,129,Ituren,27/03/2010,14,14,14.57,145734.52,2329.85,01/01/2020
30200036,278,2010310130,2010,50,Baztan,26/03/2010,1,1,0.46,4611,277.86,01/01/2020
30200036,279,2010310136,2010,263,Zubieta,28/03/2010,5,5,5.57,55734.09,956.76,01/01/2020
30200036,280,2010310137,2010,50,Baztan,28/03/2010,2,2,3.24,32379.5,775.86,01/01/2020
30200036,281,2010310163,2010,153,Lesaka,11/04/2010,1.5,1.5,1.83,18324.01,597.82,01/01/2020
30200036,282,2010310165,2010,115,Garralda,11/04/2010,12,12,11.14,111369.42,2004.05,01/01/2020
30200036,283,2010310167,2010,50,Baztan,11/04/2010,3.5,3.5,3.82,38195.83,903.79,01/01/2020
30200036,284,2010310173,2010,165,Mendavia,14/04/2010,6.02,6.02,6.04,60381.5,2145.44,01/01/2020
30200036,285,2010310175,2010,50,Baztan,13/04/2010,7.5,7.5,7.42,74228.08,1987.34,01/01/2020
30200036,287,2010310193,2010,50,Baztan,21/04/2010,12,12,12.16,121581.27,1776.83,01/01/2020
30200036,288,2010310198,2010,47,Bargota,24/04/2010,2.1,2.1,1.93,19346.71,688.36,01/01/2020
30200036,289,2010310200,2010,195,Orbaizeta,25/04/2010,11,11,7.1,70949.52,2756.75,01/01/2020
30200036,295,2010310243,2010,22,Arantza,24/05/2010,10.9,10.9,10.6,106000.5,1360.86,01/01/2020
30200036,296,2010310250,2010,251,Viana,26/05/2010,5,5,4.68,46839.97,1037.71,01/01/2020
30200036,297,2010310290,2010,125,Igúzquiza,03/06/2010,0.44,0.44,0.36,3608.89,386.87,01/01/2020
30200036,299,2010310315,2010,61,El Busto,15/06/2010,1.51,1.51,1.87,18681.47,803.24,01/01/2020
30200036,300,2010310325,2010,164,Mélida,23/06/2010,6.25,6.25,29.52,295161.96,3264.59,01/01/2020
30200036,301,2010310349,2010,249,Valtierra,09/07/2010,21,21,68.13,681252.86,7346.24,01/01/2020
30200036,302,2010310351,2010,53,Berbinzana,09/07/2010,0.43,0.43,0.58,5773.22,415.25,01/01/2020
30200036,303,2010310354,2010,209,Romanzado / Erromantzatua,14/07/2010,1,1,10.27,102698.56,2357.91,01/01/2020
30200036,304,2010310358,2010,142,Larraga,13/07/2010,1.75,1.75,6.72,67184.14,1266.95,01/01/2020
30200036,305,2010310417,2010,104,Falces,15/08/2010,255.72,255.72,267.69,2676847.09,14842.21,01/01/2020
30200036,308,2010310467,2010,142,Larraga,17/08/2010,0.4,0.4,4.28,42762.47,914.05,01/01/2020
30200036,309,2010310427,2010,21,Aranarache / Aranaratxe,18/08/2010,0.38,0.38,0.36,3557.91,239.87,01/01/2020
30200036,310,2010310428,2010,90,Eratsun,22/08/2010,0.3,0.3,0.07,730.37,164.98,01/01/2020
30200036,311,2010310431,2010,905,Beriáin,22/08/2010,0.26,0.26,0.25,2452.52,240.82,01/01/2020
30200036,312,2010310436,2010,108,Fustiñana,24/08/2010,0.7,0.7,7.1,70987.16,1587.12,01/01/2020
30200036,313,2010310442,2010,28,Arce / Artzi,26/08/2010,2.5,2.5,3.22,32154.26,691.02,01/01/2020
30200036,314,2010310455,2010,98,Esteribar,31/08/2010,0.55,0.55,2.7,26980.58,645.71,01/01/2020
30200036,315,2010310098,2010,264,Zugarramurdi,18/03/2010,0.1,0.1,1.09,10940.64,582.81,01/01/2020
30200036,316,2010310129,2010,153,Lesaka,26/03/2010,1,1,1.66,16608.5,591.32,01/01/2020
30200036,317,2010310000,2010,22,Arantza,02/03/2010,2.8,2.8,3.34,33378.33,1017,01/01/2020
30200036,318,2010310000,2010,22,Arantza,10/04/2010,5,5,1.35,13513.98,489.68,01/01/2020
30200036,319,2010310000,2010,22,Arantza,10/04/2010,5,5,4.02,40153.5,1419.84,01/01/2020
30200036,320,2010310000,2010,144,Larraun,07/04/2010,2.45,2.45,0.73,7298.65,468.79,01/01/2020
30200036,321,2010310000,2010,144,Larraun,07/04/2010,2.45,2.45,1.49,14900.05,773.55,01/01/2020
30200036,322,2010310000,2010,50,Baztan,07/03/2010,1.2,1.2,1.17,11742.17,549.15,01/01/2020
30200036,323,2010310000,2010,50,Baztan,09/04/2010,9.7,9.7,8.87,88721.33,1371.11,01/01/2020
30200036,324,2010310000,2010,50,Baztan,11/04/2010,8.3,8.3,0.59,5897.96,424.76,01/01/2020
30200036,325,2010310000,2010,50,Baztan,11/04/2010,8.3,8.3,2.96,29584.3,1410.92,01/01/2020
30200036,326,2010310000,2010,50,Baztan,11/04/2010,8.3,8.3,0.77,7735.2,622.07,01/01/2020
30200036,327,2010310000,2010,50,Baztan,11/04/2010,8.3,8.3,2.54,25388.07,919.51,01/01/2020
30200036,328,2010310000,2010,50,Baztan,11/04/2010,8.3,8.3,0.86,8626.85,670.8,01/01/2020
30200036,329,2010310000,2010,92,Erro,06/04/2010,5,5,0.44,4449.76,281.96,01/01/2020
30200036,330,2010310000,2010,92,Erro,06/04/2010,5,5,4.29,42934.77,1100.05,01/01/2020
30200036,331,2010310000,2010,92,Erro,06/04/2010,5,5,2.36,23610.74,863.41,01/01/2020
30200036,332,2010310000,2010,92,Erro,22/04/2010,1,1,4.39,43857.09,1069.52,01/01/2020
30200036,333,2010310000,2010,256,Hiriberri / Villanueva de Aezkoa,19/04/2010,10.5,10.5,7.26,72637.97,1427.67,01/01/2020
30200036,334,2010310000,2010,256,Hiriberri / Villanueva de Aezkoa,19/04/2010,10.5,10.5,3.03,30292.67,1036.54,01/01/2020
30200036,335,2010310000,2010,124,Ibargoiti,13/04/2010,0.4,0.4,0.48,4833.37,424.92,01/01/2020
30200036,336,2010310000,2010,144,Larraun,12/04/2010,0.8,0.8,1.47,14728.61,527.27,01/01/2020
30200036,337,2010310000,2010,149,Leitza,15/04/2010,1.95,1.95,2.05,20541.42,731.82,01/01/2020
30200036,338,2010310000,2010,153,Lesaka,11/04/2010,2.7,2.7,3.04,30425.81,841.63,01/01/2020
30200036,339,2010310000,2010,239,Urdazubi / Urdax,17/03/2010,5,5,3.73,37282.75,851.52,01/01/2020
30200036,340,2010310000,2010,263,Zubieta,10/04/2010,26.9,26.9,26.1,261026.24,4616.48,01/01/2020
30200036,341,2010310000,2010,263,Zubieta,11/04/2010,1.2,1.2,1.48,14796.51,679.27,01/01/2020
30200036,342,2010310488,2010,260,Valle de Yerri / Deierri,14/09/2010,0.38,0.38,0.33,3272.76,270.89,01/01/2020
30200036,343,2001310000,2001,110,Gallipienzo / Galipentzu,29/08/2001,223.13,223.13,238.1,2380964.92,7189.81,01/01/2020
30200036,344,2001310000,2001,261,Yesa,02/08/2001,4.42,4.42,4.57,45664.93,1111.28,01/01/2020
30200036,345,2001310000,2001,109,Galar,10/08/2001,7.3,7.3,15.75,157491.49,2644.49,01/01/2020
30200036,346,2001310000,2001,109,Galar,10/08/2001,7.3,7.3,9.13,91252.57,1509.5,01/01/2020
30200036,347,2000310000,2000,18,Añorbe,06/09/2000,1.06,1.06,1.22,12162.39,584.35,01/01/2020
30200036,348,2000310000,2000,902,Berrioplano / Berriobeiti,Verano2000,95,95,96.31,963096.74,5071.5,01/01/2020
30200036,349,0,0,152,Lerín,No_lo_se,6,6,55.77,557656.98,3784.11,01/01/2020
30200036,350,1999310000,1999,65,Caparroso,24/08/1999,0.06,0.06,1.47,14660.48,670.52,01/01/2020
30200036,351,1999310000,1999,226,Sunbilla,13/01/1999,10,10,40.08,400754.23,3383.32,01/01/2020
30200036,352,1999310000,1999,226,Sunbilla,15/01/1999,3,3,4.85,48497.72,814.84,01/01/2020
30200036,353,1999310000,1999,226,Sunbilla,31/08/1999,0.3,0.3,0.61,6101.49,372.16,01/01/2020
30200036,354,1998310000,1998,23,Aranguren,20/07/1998,24,24,164.53,1645324.04,7640.32,01/01/2020
30200036,355,1997310000,1997,10,Altsasu / Alsasua,13/03/1997,25,25,23.26,232634.67,2027.65,01/01/2020
30200036,356,1997310000,1997,49,Basaburua,06/03/1997,25,25,19.88,198767.74,2030.73,01/01/2020
30200036,357,1997310000,1997,17,Anue,05/04/1997,15,15,17.89,178849.34,2085.32,01/01/2020
30200036,358,1989316047,1989,587,Facería 87,16/12/1989,0,0,404.69,4046704.78,19369.19,01/01/2020
30200036,359,1989316047,1989,226,Sunbilla,16/12/1989,2780,2780,2338.29,23382769.57,40164.16,01/01/2020
30200036,360,1989316047,1989,250,Bera,16/12/1989,0,0,164,1639981.51,6598.8,01/01/2020
30200036,361,1990310033,1990,54,Bertizarana,19/03/0990,5,5,13.44,134399.78,1786.33,01/01/2020
30200036,362,2009310245,2009,54,Bertizarana,27/03/2009,7,7,6.89,68870.6,1258.28,01/01/2020
30200036,363,2009310207,2009,22,Arantza,22/03/2009,5,5,2.14,21370.39,597.95,01/01/2020
30200036,364,2009310128,2009,50,Baztan,17/03/2009,5.7,5.7,1.38,13831.22,521.47,01/01/2020
30200036,365,2009310117,2009,102,Ezkurra,16/03/2009,7.5,7.5,2.44,24368.28,747.9,01/01/2020
30200036,366,2008310379,2008,117,Goizueta,17/04/2008,10,10,6.32,63172.33,1178.16,01/01/2020
30200036,367,2008310249,2008,195,Orbaizeta,02/03/2008,14,14,15.49,154861.14,2036.95,01/01/2020
30200036,368,2008310192,2008,73,Ziordia,24/02/2008,20,20,11.8,118006.2,1637.47,01/01/2020
30200036,369,2008310201,2008,50,Baztan,24/02/2008,20,20,10.35,103500.97,2373.11,01/01/2020
30200036,370,2008310181,2008,50,Baztan,20/02/2008,8.2,8.2,5.15,51486.2,1155.34,01/01/2020
30200036,371,2008310238,2008,50,Baztan,18/02/2008,7.4,7.4,1.04,10437.75,429.04,01/01/2020
30200036,372,2008310173,2008,50,Baztan,18/02/2008,13,13,4.34,43394.11,1157.12,01/01/2020
30200036,373,2008310236,2008,50,Baztan,18/02/2008,5,5,1.24,12420.48,449.99,01/01/2020
30200036,374,2008310151,2008,90,Eratsun,17/02/2008,8.5,8.5,4.84,48431.9,1024.13,01/01/2020
30200036,375,2008310234,2008,50,Baztan,15/02/2008,12.6,12.6,6.89,68876.95,1164.21,01/01/2020
30200036,376,2009310523,2009,145,Lazagurría,27/08/2009,7,22,2.96,29590.48,895.68,01/01/2020
30200036,377,2009310621,2009,173,Monteagudo,15/10/2009,7,8,0.96,9557.55,385.6,01/01/2020
30200036,378,2008310113,2008,50,Baztan,13/02/2008,11,11,4.92,49233.46,1071.2,01/01/2020
30200036,379,2008310231,2008,92,Erro,12/02/2008,6,6,1.9,18955.26,589.84,01/01/2020
30200036,380,2008310095,2008,50,Baztan,11/02/2008,5.5,5.5,0.54,5373.52,309.32,01/01/2020
30200036,381,2008310092,2008,50,Baztan,10/02/2008,8,8,2.99,29869.48,711.18,01/01/2020
30200036,382,2008310080,2008,50,Baztan,09/02/2008,8,8,17.95,179512.31,2397.52,01/01/2020
30200036,383,2007310425,2007,160,Luquin,08/11/2007,10,10,3.67,36692.49,773.76,01/01/2020
30200036,384,2007310041,2007,250,Bera,16/02/2007,5,5,2.56,25642.33,653.29,01/01/2020
30200036,385,2005310515,2005,180,Muruzábal,03/07/2005,7.5,20,21.77,217695.3,2279.61,01/01/2020
30200036,386,2005310697,2005,228,Tiebas-Muruarte de Reta,04/08/2005,30,120,308.69,3086864.21,17479.48,01/01/2020
30200036,387,2005310567,2005,265,Zúñiga,31/07/2005,3.3,3.5,4.29,42943.3,1140.92,01/01/2020
30200036,388,2005310517,2005,124,Ibargoiti,03/07/2005,3.3,23.3,31.01,310106,2808.99,01/01/2020
30200036,389,2005310356,2005,149,Leitza,01/04/2005,15,15,9.32,93186.18,1731.37,01/01/2020
30200036,390,2005310390,2005,117,Goizueta,01/05/2005,11,11,15.52,155213.37,1805.51,01/01/2020
30200036,391,2003310124,2003,209,Romanzado / Erromantzatua,24/06/2003,16,18,11.06,110602.24,1495.16,01/01/2020
30200036,392,2003310104,2003,117,Goizueta,15/03/2003,15,15,17.4,173978.24,1757.28,01/01/2020
30200036,393,2003310248,2003,195,Orbaizeta,27/08/2003,10,10,10.88,108818.13,1602.09,01/01/2020
30200036,394,0,2003,7,Adiós,,0,0,128.55,1285449.4,6270.9,01/01/2020
30200036,395,2002310019,2002,50,Baztan,30/01/2002,100,100,81.75,817493.16,4138.3,01/01/2020
30200036,396,2002310018,2002,50,Baztan,01/02/2002,40,40,15.4,154031.71,2676.31,01/01/2020
30200036,397,2002310134,2002,159,Lumbier,19/08/2002,50.2,50.2,54.31,543134.27,3609.23,01/01/2020
30200036,398,2002310063,2002,197,Orísoain,21/08/2002,9,9,7.68,76762.02,1856.62,01/01/2020
30200036,399,2002310046,2002,175,Mues,22/03/2002,85,85,65.19,651872.67,3914.44,01/01/2020
30200036,400,2002310051,2002,248,Luzaide / Valcarlos,23/03/2002,90,90,44.31,443114.3,4541.97,01/01/2020
30200036,401,2002310042,2002,129,Ituren,03/02/2002,189,189,141.52,1415121.28,6758.9,01/01/2020
30200036,402,2002310027,2002,50,Baztan,03/02/2002,54,54,52.39,523919.6,3433.3,01/01/2020
30200036,403,2002310043,2002,54,Bertizarana,03/02/2002,140,140,63.99,639885.3,5551.37,01/01/2020
30200036,404,2002310016,2002,50,Baztan,03/02/2002,30,30,54.68,546780.76,3035.63,01/01/2020
30200036,405,2002310039,2002,243,Urroz-Villa,27/01/2002,6,6,3.61,36088.82,772.19,01/01/2020
30200036,406,2002310020,2002,50,Baztan,02/02/2002,180,180,184.33,1843338.16,9935.82,01/01/2020
30200036,407,2002310017,2002,50,Baztan,02/02/2002,95,95,96.78,967859.15,7559.87,01/01/2020
30200036,408,2002310015,2002,50,Baztan,03/02/2002,120,120,202.1,2021059.18,9757.09,01/01/2020
30200036,409,2002310030,2002,50,Baztan,03/02/2002,170,170,325.95,3259613.71,20515.07,01/01/2020
30200036,410,0,2002,50,Baztan,,0,0,21.54,215427.29,2771.28,01/01/2020
30200036,411,2002310024,2002,50,Baztan,03/02/2002,127,127,123.68,1236828.46,5239.87,01/01/2020
30200036,412,2002310026,2002,264,Zugarramurdi,02/02/2002,55,55,20.32,203163.09,2128.88,01/01/2020
30200036,413,2002310023,2002,54,Bertizarana,03/02/2002,24,24,36.84,368402.1,2850.01,01/01/2020
30200036,414,2002310044,2002,54,Bertizarana,03/02/2002,12.5,12.5,14.11,141130.36,1497.96,01/01/2020
30200036,415,2002310021,2002,50,Baztan,02/02/2002,16,16,16.54,165446.82,1548.58,01/01/2020
30200036,416,2002310028,2002,50,Baztan,03/02/2002,39,39,29.37,293654.9,3030.82,01/01/2020
30200036,417,2002310014,2002,50,Baztan,30/01/2001,21,21,18.65,186467.99,1741.79,01/01/2020
30200036,418,2002310050,2002,248,Luzaide / Valcarlos,20/03/2002,90,90,39.72,397214.6,4428.05,01/01/2020
30200036,419,2002310049,2002,248,Luzaide / Valcarlos,15/02/2002,120,120,100.99,1009957.65,4387.97,01/01/2020
30200036,421,2002310031,2002,264,Zugarramurdi,03/02/2002,70,70,53.54,535447.02,3597.24,01/01/2020
30200036,422,1989315202,1989,261,Yesa,19/07/1989,171,171,196.51,1965016.24,5760.29,01/01/2020
30200036,423,1989315206,1989,261,Yesa,19/07/1989,132,132,102.66,1026603.19,4716.6,01/01/2020
30200036,424,1989314570,1989,206,Puente la Reina / Gares,25/06/1989,438,438,370.38,3703815.06,12688.07,01/01/2020
30200036,425,1987316748,1987,265,Zúñiga,13/08/1987,48,48,103.47,1034748.73,5010.78,01/01/2020
30200036,426,1987316749,1987,11,Allín / Allin,14/08/1987,6,6,9.06,90551.25,1902.4,01/01/2020
30200036,427,1990310063,1990,11,Allín / Allin,04/07/1990,5.1,5.1,2.92,29164.63,655.49,01/01/2020
30200036,428,1990310064,1990,241,Urraúl Alto,13/07/1990,8,8,8.68,86841.88,1200.36,01/01/2020
30200036,429,1990310066,1990,238,Unzué / Untzue,14/07/1990,100,100,15.87,158684.55,2590.25,01/01/2020
30200036,430,1990310085,1990,237,Unciti,06/08/1990,131,131,115.83,1158263.55,5402.53,01/01/2020
30200036,431,1990310086,1990,235,Ujué / Uxue,07/08/1990,23,23,4.52,45224.98,1012.65,01/01/2020
30200036,432,1990310093,1990,246,Uterga,13/08/1990,61.2,61.2,55.88,558763.08,3283.11,01/01/2020
30200036,433,1990310073,1990,219,Sansol,19/07/1990,10,10,4.01,40137.46,1103.35,01/01/2020
30200036,434,1991310108,1991,5,Aberin,19/07/1991,96,96,69.49,694858.24,4996.65,01/01/2020
30200036,435,1991310127,1991,166,Mendaza,11/08/1991,30,30,19.64,196415.29,2497.47,01/01/2020
30200036,436,1991310129,1991,167,Mendigorria,12/08/1991,13,18,9.12,91168.18,1508.57,01/01/2020
30200036,437,1991310151,1991,86,Valle de Egüés / Eguesibar,29/08/1991,90.1,108.6,117.76,1177618.26,7789.56,01/01/2020
30200036,438,1991310157,1991,23,Aranguren,30/08/1991,77.5,77.5,62.88,628837.82,5641.06,01/01/2020
30200036,439,1991310109,1991,207,Pueyo / Puiu,18/07/1991,15.5,25.5,8.37,83734.78,1332.82,01/01/2020
30200036,440,1992310039,1992,255,Villamayor de Monjardín,29/02/1992,12,12,8.18,81844.41,1458.38,01/01/2020
30200036,441,1992310049,1992,235,Ujué / Uxue,06/03/1992,8,8,14.03,140302.97,2304.73,01/01/2020
30200036,442,1992310079,1992,69,Cáseda,20/07/1992,50,50,62.66,626598.51,4390.68,01/01/2020
30200036,443,1993310119,1993,110,Gallipienzo / Galipentzu,20/07/1993,40,50,32.42,324147.72,4497.86,01/01/2020
30200036,444,1993310125,1993,5,Aberin,29/07/1993,40,170,126.13,1261266.45,7224.02,01/01/2020
30200036,445,1993310130,1993,45,Barásoain,06/08/1993,67,283,189.06,1890568.51,8603.39,01/01/2020
30200036,446,1993310134,1993,217,San Martín de Unx,06/08/1993,10,10,6.6,66000.5,1343.52,01/01/2020
30200036,447,1993310139,1993,207,Pueyo / Puiu,19/08/1993,9,18,11.69,116936.67,1695.82,01/01/2020
30200036,448,1994310159,1994,207,Pueyo / Puiu,23/08/1994,29,104,38.23,382279.17,4469.54,01/01/2020
30200036,449,1994310119,1994,203,Petilla de Aragón,15/07/1994,1665,1665,1561.73,15617277.31,43275.01,01/01/2020
30200036,450,0,1990,56,Biurrun-Olcoz,,0,0,28.56,285590.05,2988.37,01/01/2020
30200036,451,0,1990,235,Ujué / Uxue,,0,0,45.16,451633.81,4097.75,01/01/2020
30200036,0,2012310584,2012,26,Aras,24/08/2012,620.49,962.37,780.44,7804394.94,66320.28,01/01/2020
30200036,0,2012310117,2012,30,Arellano,25/02/2012,0,5.21,3.89,38943.39,9438.19,01/01/2020
30200036,0,2012310281,2012,50,Baztan,17/03/2012,2.2,2.2,2.17,21746.35,1202.63,01/01/2020
30200036,0,2012310282,2012,50,Baztan,17/03/2012,3.2,3.2,3.24,32434.49,951.87,01/01/2020
30200036,0,2012310453,2012,105,Fitero,29/05/2012,13.4,13.4,13.41,134101.45,2948.42,01/01/2020
30200036,0,2012310528,2012,585,Facería 85,20/07/2012,5,42,52.18,521799.68,3283.8,01/01/2020
30200036,0,2012310533,2012,29,Los Arcos,21/07/2012,9,10.75,10.75,107474.28,1763.71,01/01/2020
30200036,0,2012310098,2012,42,Azagra,23/02/2012,8,8,7.56,75584.38,2054.91,01/01/2020
30200036,0,2012310543,2012,124,Ibargoiti,26/07/2012,1,4,4.42,44184.04,956.78,01/01/2020
30200036,0,2012310570,2012,101,Ezcabarte,17/08/2012,14.39,14.4,14.4,143998.81,1907.03,01/01/2020
30200036,0,2012310589,2012,101,Ezcabarte,24/08/2012,14,14,10.55,105510.77,1671.13,01/01/2020
30200036,0,2012310541,2012,235,Ujué / Uxue,26/07/2012,204.71,237.27,237.26,2372646.18,5976.95,01/01/2020
30200036,0,2012310490,2012,249,Valtierra,27/07/2012,2.3,4.7,4.69,46881.21,1966.8,01/01/2020
30200036,0,2012310474,2012,251,Viana,17/06/2012,3.11,3.11,3.11,31126.41,915.06,01/01/2020
30200036,0,2013310113,2013,56,Biurrun-Olcoz,13/07/2013,1.2,5,5.21,52078.54,1072.25,01/01/2020
30200036,0,2013310154,2013,173,Monteagudo,15/08/2013,1.3,10,9.97,99735.08,2416.01,01/01/2020
30200036,0,2013310134,2013,232,Tudela,01/08/2013,2.5,63,63.07,630731.54,5306.76,01/01/2020
30200036,0,2013310137,2013,158,Lónguida / Longida,02/08/2013,8.3,44.8,47.15,471484.03,2806.35,01/01/2020
30200036,0,2014310290,2014,235,Ujué / Uxue,20/07/2014,493,770,769.75,7697502.65,21501.72,01/01/2020
30200036,0,2014310285,2014,164,Mélida,02/07/2014,4.4,12.9,11.66,116647.64,2036.4,01/01/2020
30200036,0,2014310226,2014,232,Tudela,10/05/2014,8,8,8.48,84846.22,2505.23,01/01/2020
30200036,0,2014310289,2014,47,Bargota,13/07/2014,3.15,7.8,7.9,78999.66,1438.75,01/01/2020
30200036,0,2014310241,2014,232,Tudela,16/05/2014,1,6.8,7.55,75511.49,1248.74,01/01/2020
30200036,0,2014310278,2014,105,Fitero,17/06/2014,4.5,4.5,7.21,72057.94,1496.59,01/01/2020
30200036,0,2014310249,2014,165,Mendavia,18/05/2014,8.5,8.5,8.46,84559.14,1419.94,01/01/2020
30200036,0,2015310064,2015,195,Orbaizeta,02/04/2015,8.2,8.2,8.27,82684.11,1770.39,01/01/2020
30200036,0,2015310079,2015,50,Baztan,10/04/2015,21,21,21.46,214633.88,3411,01/01/2020
30200036,0,2015310080,2015,50,Baztan,10/04/2015,66,66,105.25,1052545.48,4643.1,01/01/2020
30200036,0,2015310122,2015,251,Viana,12/05/2015,6.59,6.6,7.22,72196.91,1480.5,01/01/2020
30200036,0,2015310004,2015,54,Bertizarana,13/01/2015,7.6,7.6,8.61,86105.69,1439.33,01/01/2020
30200036,0,2015310050,2015,690,Bardenas Reales,14/03/2015,1.69,1.69,1.88,18818.99,1097.63,01/01/2020
30200036,0,2015310005,2015,181,Navascués / Nabaskoze,14/01/2015,3.4,3.4,3.41,34051.65,1219.37,01/01/2020
30200036,0,2015310096,2015,82,Etxalar,15/04/2015,34.1,34.1,41.95,419539.88,4821.28,01/01/2020
30200036,0,2015310213,2015,8,Aguilar de Codés,16/07/2015,0.7,0.7,0.69,6920.51,364.13,01/01/2020
30200036,0,2015310270,2015,117,Goizueta,17/12/2015,66,66,66.19,661902.08,3942.92,01/01/2020
30200036,0,2015310274,2015,259,Igantzi,20/12/2015,263.1,263.1,263.16,2631580.35,10988.58,01/01/2020
30200036,0,2015310281,2015,22,Arantza,26/12/2015,109,109,109.1,1090979.6,5079.32,01/01/2020
30200036,0,2015310286,2015,117,Goizueta,28/12/2015,43.8,43.8,43.89,438945.11,5072.14,01/01/2020
30200036,0,2015310284,2015,50,Baztan,27/12/2015,42,42,42.77,427748.16,4745.83,01/01/2020
30200036,0,2016310160,2016,690,Bardenas Reales,09/10/2016,2,18.4,18.38,183795.93,2303.42,01/01/2020
30200036,0,2016310104,2016,193,Cendea de Olza / Oltza Zendea,10/08/2016,14,268,269.03,2690305.72,14267.6,01/01/2020
30200036,0,2016310000,2016,131,Iza / Itza,20/07/2016,0,21.7,21.7,217031.85,2004.48,01/01/2020
30200036,0,2016310000,2016,137,Beintza-Labaien,20/12/2016,6.1,6.1,7.03,70326.16,1057.06,01/01/2020
30200036,0,2016310000,2016,244,Urroz,20/12/2016,20.2,20.2,10.95,109498.39,1358.93,01/01/2020
30200036,0,2016310078,2016,12,Allo,22/06/2016,4.63,31.14,33.53,335336.33,2327.18,01/01/2020
30200036,0,2016310079,2016,209,Romanzado / Erromantzatua,22/06/2016,0.65,15.65,15.56,155579.45,2907.71,01/01/2020
30200036,0,2016310116,2016,227,Tafalla,30/08/2016,1455,3538,3539.51,35395119.89,36922.14,01/01/2020
30200036,0,2016310174,2016,50,Baztan,30/10/2016,20,20,20.01,200070.51,2664.23,01/01/2020
30200036,0,2017310092,2017,129,Ituren,02/03/2017,5,5,4.96,49590.71,1632.64,01/01/2020
30200036,0,2017310154,2017,50,Baztan,29/03/2017,23.8,23.8,23.88,238761.42,6390.06,01/01/2020
30200036,0,2012310137,2012,54,Bertizarana,28/02/2012,3.8,3.8,3.82,38225.63,866.36,01/01/2020
30200036,0,2012310236,2012,50,Baztan,13/03/2012,6.14,6.14,6.19,61928.84,1117.39,01/01/2020
30200036,0,2017310106,2017,213,Saldias,03/03/2017,4,4,3.92,39181.52,794.52,01/01/2020
30200036,0,2017310003,2017,128,Isaba / Izaba,04/01/2017,43.48,43.48,59.28,592770.51,4074.08,01/01/2020
30200036,0,2017310015,2017,128,Isaba / Izaba,09/01/2017,56.43,56.43,66.86,668579.83,5473.13,01/01/2020
30200036,0,2017310313,2017,50,Baztan,04/11/2017,4,4,3.39,33907.53,920,01/01/2020
30200036,0,2017310012,2017,50,Baztan,06/01/2017,3.7,3.7,2.75,27493.52,1085.98,01/01/2020
30200036,0,2017310013,2017,50,Baztan,06/01/2017,6,6,6.4,64022.53,1207.78,01/01/2020
30200036,0,2017310170,2017,690,Bardenas Reales,06/04/2017,2.97,2.97,3.3,32990.9,3008.82,01/01/2020
30200036,0,2017310257,2017,9,Aibar / Oibar,07/07/2017,4.5,4.5,4.46,44615.7,1002.79,01/01/2020
30200036,0,2017310021,2017,134,Jaurrieta,09/01/2017,68.7,68.7,65.56,655648.92,7122.84,01/01/2020
30200036,0,2017310276,2017,36,Arróniz,15/08/2017,4.9,4.9,4.76,47631.78,1132.59,01/01/2020
30200036,0,2017310058,2017,54,Bertizarana,16/02/2017,10,10,9.96,99592.95,1373.98,01/01/2020
30200036,0,2017310059,2017,129,Ituren,18/02/2017,7,7,7.25,72546.63,1461.22,01/01/2020
30200036,0,2017310063,2017,129,Ituren,20/02/2017,13,13,13.01,130073.1,2329.61,01/01/2020
30200036,0,2017310066,2017,137,Beintza-Labaien,21/02/2017,4,4,3.11,31067,717.53,01/01/2020
30200036,0,2017310252,2017,18,Añorbe,22/06/2017,3.5,26,26.33,263292.92,2385.79,01/01/2020
30200036,0,2017310251,2017,109,Galar,22/06/2017,2,95,95.71,957053.29,5074.62,01/01/2020
30200036,0,2017310253,2017,193,Cendea de Olza / Oltza Zendea,22/06/2017,18,54,54.49,544889.89,5351.76,01/01/2020
30200036,0,2017310077,2017,250,Bera,26/02/2017,3.67,3.67,3.18,31818.26,955.81,01/01/2020
30200036,0,2017310089,2017,137,Beintza-Labaien,27/02/2017,6,6,7.14,71362.19,1595.91,01/01/2020
30200036,0,2017310161,2017,50,Baztan,31/03/2017,210,210,190.99,1909864.2,8076.39,01/01/2020
30200036,0,2017310265,2017,181,Navascués / Nabaskoze,29/07/2017,0.5,4.3,3.3,33029.63,768.69,01/01/2020
30200036,0,2017310267,2017,74,Cirauqui / Zirauki,30/07/2017,9.7,21.8,21.93,219307.46,3357.61,01/01/2020
30200036,0,2017310151,2017,221,Doneztebe / Santesteban,29/03/2017,27.5,27.5,27.5,275017.47,3789.89,01/01/2020
30200036,0,2017310101,2017,137,Beintza-Labaien,03/03/2017,3.7,3.7,3.31,33142.48,768.95,01/01/2020
30200036,0,2017310102,2017,137,Beintza-Labaien,02/03/2017,0.1,0.1,0.08,752.56,274.44,01/01/2020
30200036,0,2017310000,2017,260,Valle de Yerri / Deierri,07/07/2017,0.09,6.26,6.28,62765.11,1162.38,01/01/2020
30200036,0,0,2018,207,Pueyo / Puiu,01/09/2018,4.5,4.5,4.05,40546.92,1601.52,01/01/2020
