route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
5140551003VRX,2022-12-132023-01-29130191,1301912022-12-13,,13019,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2022-12-132023-01-29130201,1302012022-12-13,,13020,,,,1                                                                                                                                                                                                                                                                                         
5140551003VRX,2022-12-132023-01-29130211,1302112022-12-13,,13021,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2022-12-132022-12-25130301,1303012022-12-13,,13030,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2022-12-272023-01-01130301,1303012022-12-27,,13030,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2023-01-032023-01-05130301,1303012023-01-03,,13030,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2023-01-072023-01-29130301,1303012023-01-07,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2022-12-132022-12-25130302,1303022022-12-13,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2022-12-262022-12-26130302,1303022022-12-26,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2022-12-272023-01-01130302,1303022022-12-27,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2023-01-022023-01-02130302,1303022023-01-02,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2023-01-062023-01-06130302,1303022023-01-06,,13030,,,,1                                                                                                                                                                                                                                                                                         
5100351405VRX,2023-01-072023-01-29130302,1303022023-01-07,,13030,,,,1                                                                                                                                                                                                                                                                                         
5140550500VRX,2022-12-132023-01-29130311,1303112022-12-13,,13031,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2022-12-132022-12-25130321,1303212022-12-13,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2022-12-272023-01-01130321,1303212022-12-27,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2023-01-032023-01-05130321,1303212023-01-03,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051405VRX,2023-01-072023-01-29130321,1303212023-01-07,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2022-12-132022-12-25130322,1303222022-12-13,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2022-12-262022-12-26130322,1303222022-12-26,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2022-12-272023-01-01130322,1303222022-12-27,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2023-01-022023-01-02130322,1303222023-01-02,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2023-01-062023-01-06130322,1303222023-01-06,,13032,,,,1                                                                                                                                                                                                                                                                                         
5050051003VRX,2023-01-072023-01-29130322,1303222023-01-07,,13032,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-132023-01-29130351,1303512022-12-13,,13035,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-132022-12-25130371,1303712022-12-13,,13037,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-262023-01-01130371,1303712022-12-26,,13037,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2023-01-022023-01-08130371,1303712023-01-02,,13037,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2023-01-092023-01-27130371,1303712023-01-09,,13037,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-132023-01-29130391,1303912022-12-13,,13039,,,,1                                                                                                                                                                                                                                                                                         
4301951003VRX,2022-12-132022-12-18130411,1304112022-12-13,,13041,,,,1                                                                                                                                                                                                                                                                                         
4301951003VRX,2022-12-192023-01-01130411,1304112022-12-19,,13041,,,,1                                                                                                                                                                                                                                                                                         
4301951003VRX,2023-01-022023-01-29130411,1304112023-01-02,,13041,,,,1                                                                                                                                                                                                                                                                                         
4301951003VRX,2022-12-132023-01-29130431,1304312022-12-13,,13043,,,,1                                                                                                                                                                                                                                                                                         
4301951003VRX,2022-12-132023-01-29130491,1304912022-12-13,,13049,,,,1                                                                                                                                                                                                                                                                                         
0100751003VRX,2022-12-132022-12-25130511,1305112022-12-13,,13051,,,,1                                                                                                                                                                                                                                                                                         
0100751003VRX,2023-01-092023-01-20130511,1305112023-01-09,,13051,,,,1                                                                                                                                                                                                                                                                                         
5100301007VRX,2022-12-132022-12-25130521,1305212022-12-13,,13052,,,,1                                                                                                                                                                                                                                                                                         
5100301007VRX,2023-01-092023-01-20130521,1305212023-01-09,,13052,,,,1                                                                                                                                                                                                                                                                                         
0200355020VRX,2022-12-132023-01-15130621,1306212022-12-13,,13062,,,,1                                                                                                                                                                                                                                                                                         
5502002003VRX,2022-12-132022-12-18130631,1306312022-12-13,,13063,,,,1                                                                                                                                                                                                                                                                                         
5502002003VRX,2022-12-192023-01-01130631,1306312022-12-19,,13063,,,,1                                                                                                                                                                                                                                                                                         
5502002003VRX,2023-01-022023-01-15130631,1306312023-01-02,,13063,,,,1                                                                                                                                                                                                                                                                                         
0200355020VRX,2022-12-132023-01-15130641,1306412022-12-13,,13064,,,,1                                                                                                                                                                                                                                                                                         
5502002003VRX,2022-12-132023-01-15130651,1306512022-12-13,,13065,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-132022-12-15130731,1307312022-12-13,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-162022-12-16130731,1307312022-12-16,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-172022-12-17130731,1307312022-12-17,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-182022-12-18130731,1307312022-12-18,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-192023-01-01130731,1307312022-12-19,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2023-01-022023-01-29130731,1307312023-01-02,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051003VRX,2022-12-242022-12-24130732,1307322022-12-24,,13073,,,,1                                                                                                                                                                                                                                                                                         
0310051003VRX,2022-12-312022-12-31130732,1307322022-12-31,,13073,,,,1                                                                                                                                                                                                                                                                                         
0200355020VRX,2022-12-132022-12-18130761,1307612022-12-13,,13076,,,,1                                                                                                                                                                                                                                                                                         
0200355020VRX,2022-12-192023-01-01130761,1307612022-12-19,,13076,,,,1                                                                                                                                                                                                                                                                                         
0200355020VRX,2023-01-022023-01-15130761,1307612023-01-02,,13076,,,,1                                                                                                                                                                                                                                                                                         
5502002003VRX,2022-12-132023-01-15130771,1307712022-12-13,,13077,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-132022-12-16130791,1307912022-12-13,,13079,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-172022-12-17130791,1307912022-12-17,,13079,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-182022-12-18130791,1307912022-12-18,,13079,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-192023-01-29130791,1307912022-12-19,,13079,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-132022-12-15130831,1308312022-12-13,,13083,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-162022-12-16130831,1308312022-12-16,,13083,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-172022-12-17130831,1308312022-12-17,,13083,,,,1                                                                                                                                                                                                                                                                                         
0310051405VRX,2022-12-182023-01-29130831,1308312022-12-18,,13083,,,,1                                                                                                                                                                                                                                                                                         
4200843019VRX,2022-12-132023-01-29130841,1308412022-12-13,,13084,,,,1                                                                                                                                                                                                                                                                                         
4010043019VRX,2022-12-132022-12-25130861,1308612022-12-13,,13086,,,,1                                                                                                                                                                                                                                                                                         
4010043019VRX,2022-12-262023-01-08130861,1308612022-12-26,,13086,,,,1                                                                                                                                                                                                                                                                                         
4010043019VRX,2023-01-092023-01-29130861,1308612023-01-09,,13086,,,,1                                                                                                                                                                                                                                                                                         
4301940100VRX,2022-12-132022-12-25130871,1308712022-12-13,,13087,,,,1                                                                                                                                                                                                                                                                                         
4301940100VRX,2022-12-262023-01-08130871,1308712022-12-26,,13087,,,,1                                                                                                                                                                                                                                                                                         
4301940100VRX,2023-01-092023-01-29130871,1308712023-01-09,,13087,,,,1                                                                                                                                                                                                                                                                                         
4301942008VRX,2022-12-132023-01-29130891,1308912022-12-13,,13089,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-132022-12-18130951,1309512022-12-13,,13095,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-192023-01-01130951,1309512022-12-19,,13095,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2023-01-022023-01-29130951,1309512023-01-02,,13095,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-132022-12-25130991,1309912022-12-13,,13099,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2022-12-262023-01-01130991,1309912022-12-26,,13099,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2023-01-022023-01-08130991,1309912023-01-02,,13099,,,,1                                                                                                                                                                                                                                                                                         
5100343019VRX,2023-01-092023-01-29130991,1309912023-01-09,,13099,,,,1                                                                                                                                                                                                                                                                                         
5050050502VRR,2022-12-132022-12-25132001,1320012022-12-13,,13200,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2022-12-262023-01-01132001,1320012022-12-26,,13200,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2023-01-022023-01-08132001,1320012023-01-02,,13200,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2023-01-092023-01-27132001,1320012023-01-09,,13200,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132022-12-25132011,1320112022-12-13,,13201,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-272023-01-01132011,1320112022-12-27,,13201,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-032023-01-05132011,1320112023-01-03,,13201,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-072023-01-29132011,1320112023-01-07,,13201,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-132022-12-25132021,1320212022-12-13,,13202,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-262023-01-01132021,1320212022-12-26,,13202,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-022023-01-08132021,1320212023-01-02,,13202,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-092023-01-27132021,1320212023-01-09,,13202,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132022-12-25132031,1320312022-12-13,,13203,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-262023-01-01132031,1320312022-12-26,,13203,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-022023-01-08132031,1320312023-01-02,,13203,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-092023-01-27132031,1320312023-01-09,,13203,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2022-12-132022-12-25132041,1320412022-12-13,,13204,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2022-12-262023-01-01132041,1320412022-12-26,,13204,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2023-01-022023-01-08132041,1320412023-01-02,,13204,,,,2                                                                                                                                                                                                                                                                                         
5050050502VRR,2023-01-092023-01-29132041,1320412023-01-09,,13204,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132022-12-25132051,1320512022-12-13,,13205,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-262023-01-01132051,1320512022-12-26,,13205,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-022023-01-08132051,1320512023-01-02,,13205,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-092023-01-29132051,1320512023-01-09,,13205,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-132022-12-25132061,1320612022-12-13,,13206,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-262023-01-01132061,1320612022-12-26,,13206,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-022023-01-08132061,1320612023-01-02,,13206,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-092023-01-27132061,1320612023-01-09,,13206,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132022-12-25132071,1320712022-12-13,,13207,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-262023-01-01132071,1320712022-12-26,,13207,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-022023-01-08132071,1320712023-01-02,,13207,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-092023-01-27132071,1320712023-01-09,,13207,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-132022-12-25132081,1320812022-12-13,,13208,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-262023-01-01132081,1320812022-12-26,,13208,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-022023-01-08132081,1320812023-01-02,,13208,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-092023-01-27132081,1320812023-01-09,,13208,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132023-01-29132091,1320912022-12-13,,13209,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-132022-12-25132101,1321012022-12-13,,13210,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2022-12-262023-01-01132101,1321012022-12-26,,13210,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-022023-01-08132101,1321012023-01-02,,13210,,,,2                                                                                                                                                                                                                                                                                         
5041350502VRR,2023-01-092023-01-29132101,1321012023-01-09,,13210,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-132022-12-25132111,1321112022-12-13,,13211,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2022-12-262023-01-01132111,1321112022-12-26,,13211,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-022023-01-08132111,1321112023-01-02,,13211,,,,2                                                                                                                                                                                                                                                                                         
5050250413VRR,2023-01-092023-01-27132111,1321112023-01-09,,13211,,,,2                                                                                                                                                                                                                                                                                         
5041350500VRR,2022-12-132022-12-25132121,1321212022-12-13,,13212,,,,2                                                                                                                                                                                                                                                                                         
5041350500VRR,2022-12-262022-12-26132121,1321212022-12-26,,13212,,,,2                                                                                                                                                                                                                                                                                         
5041350500VRR,2022-12-272023-01-01132121,1321212022-12-27,,13212,,,,2                                                                                                                                                                                                                                                                                         
5041350500VRR,2023-01-022023-01-02132121,1321212023-01-02,,13212,,,,2                                                                                                                                                                                                                                                                                         
