route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible                                                                                                                                                                                                                                                
1700022100GL023,2022-12-142022-12-25040952,0409522022-12-14,,04095,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2022-12-272023-01-05040952,0409522022-12-27,,04095,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2023-01-072023-03-19040952,0409522023-01-07,,04095,,,,2                                                                                                                                                                                                                                                                                       
3141221010GL023,2022-12-142022-12-25040953,0409532022-12-14,,04095,,,,2                                                                                                                                                                                                                                                                                       
3141221010GL023,2022-12-272023-01-05040953,0409532022-12-27,,04095,,,,2                                                                                                                                                                                                                                                                                       
3141221010GL023,2023-01-072023-03-19040953,0409532023-01-07,,04095,,,,2                                                                                                                                                                                                                                                                                       
1700015100GL026,2022-12-132022-12-24040991,0409912022-12-13,,04099,,,,1                                                                                                                                                                                                                                                                                       
1700015100GL026,2022-12-262022-12-26040991,0409912022-12-26,,04099,,,,1                                                                                                                                                                                                                                                                                       
1700015100GL026,2022-12-272023-03-18040991,0409912022-12-27,,04099,,,,1                                                                                                                                                                                                                                                                                       
1700015100GL026,2023-03-202023-03-20040991,0409912023-03-20,,04099,,,,1                                                                                                                                                                                                                                                                                       
1700015100GL026,2023-03-212023-04-25040991,0409912023-03-21,,04099,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2022-12-132022-12-24040992,0409922022-12-13,,04099,,,,2                                                                                                                                                                                                                                                                                       
1700010600GL026,2022-12-262022-12-26040992,0409922022-12-26,,04099,,,,2                                                                                                                                                                                                                                                                                       
1700010600GL026,2022-12-272023-03-18040992,0409922022-12-27,,04099,,,,2                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-03-202023-03-20040992,0409922023-03-20,,04099,,,,2                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-03-212023-04-25040992,0409922023-03-21,,04099,,,,2                                                                                                                                                                                                                                                                                       
1700015410GL023,2022-12-132023-04-25041011,0410112022-12-13,,04101,,,,1                                                                                                                                                                                                                                                                                       
1541065300GL023,2022-12-132023-01-04041101,0411012022-12-13,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065300GL023,2023-01-062023-01-06041101,0411012023-01-06,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065300GL023,2023-01-072023-03-31041101,0411012023-01-07,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065304GL023,2023-04-012023-04-04041101,0411012023-04-01,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065304GL023,2023-04-062023-04-09041101,0411012023-04-06,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065300GL023,2023-04-102023-04-25041101,0411012023-04-10,,04110,,,,1                                                                                                                                                                                                                                                                                       
1510065300GL023,2022-12-132023-01-04041102,0411022022-12-13,,04110,,,,2                                                                                                                                                                                                                                                                                       
1510065300GL023,2023-01-072023-03-31041102,0411022023-01-07,,04110,,,,2                                                                                                                                                                                                                                                                                       
1510065304GL023,2023-04-012023-04-09041102,0411022023-04-01,,04110,,,,2                                                                                                                                                                                                                                                                                       
1510065300GL023,2023-04-102023-04-25041102,0411022023-04-10,,04110,,,,2                                                                                                                                                                                                                                                                                       
1541065312GL023,2022-12-132023-01-04041103,0411032022-12-13,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065312GL023,2023-01-052023-01-05041103,0411032023-01-05,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065312GL023,2023-01-072023-03-31041103,0411032023-01-07,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065312GL023,2023-04-052023-04-05041103,0411032023-04-05,,04110,,,,1                                                                                                                                                                                                                                                                                       
1541065312GL023,2023-04-102023-04-25041103,0411032023-04-10,,04110,,,,1                                                                                                                                                                                                                                                                                       
6530015410GL023,2022-12-132023-03-31041111,0411112022-12-13,,04111,,,,1                                                                                                                                                                                                                                                                                       
6530015410GL023,2023-04-112023-04-25041111,0411112023-04-11,,04111,,,,1                                                                                                                                                                                                                                                                                       
6530415410GL023,2023-04-012023-04-10041112,0411122023-04-01,,04111,,,,1                                                                                                                                                                                                                                                                                       
2030917000GL023,2022-12-142023-03-20041141,0411412022-12-14,,04114,,,,1                                                                                                                                                                                                                                                                                       
2210017000GL023,2022-12-142023-03-20041142,0411422022-12-14,,04114,,,,2                                                                                                                                                                                                                                                                                       
1700008223GL023,2022-12-142023-03-20041151,0411512022-12-14,,04115,,,,1                                                                                                                                                                                                                                                                                       
2101017000GL023,2022-12-142023-03-20041341,0413412022-12-14,,04134,,,,1                                                                                                                                                                                                                                                                                       
2210017000GL023,2022-12-142023-03-20041342,0413422022-12-14,,04134,,,,2                                                                                                                                                                                                                                                                                       
2101031412GL023,2022-12-142023-03-20041343,0413432022-12-14,,04134,,,,2                                                                                                                                                                                                                                                                                       
1541060911GL023,2022-12-132022-12-23041401,0414012022-12-13,,04140,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL023,2022-12-242022-12-24041401,0414012022-12-24,,04140,,,,1                                                                                                                                                                                                                                                                                       
1541060911GL023,2022-12-252022-12-30041401,0414012022-12-25,,04140,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL023,2022-12-312022-12-31041401,0414012022-12-31,,04140,,,,1                                                                                                                                                                                                                                                                                       
1541060911GL023,2023-01-012023-04-25041401,0414012023-01-01,,04140,,,,1                                                                                                                                                                                                                                                                                       
1541015100GL023,2022-12-132022-12-23041402,0414022022-12-13,,04140,,,,2                                                                                                                                                                                                                                                                                       
1541015100GL023,2022-12-242022-12-24041402,0414022022-12-24,,04140,,,,2                                                                                                                                                                                                                                                                                       
1541015100GL023,2022-12-312022-12-31041402,0414022022-12-31,,04140,,,,2                                                                                                                                                                                                                                                                                       
1541015100GL023,2023-01-012023-04-25041402,0414022023-01-01,,04140,,,,2                                                                                                                                                                                                                                                                                       
1060060911GL023,2022-12-132022-12-23041403,0414032022-12-13,,04140,,,,2                                                                                                                                                                                                                                                                                       
1060017000GL023,2022-12-242022-12-24041403,0414032022-12-24,,04140,,,,2                                                                                                                                                                                                                                                                                       
1060017000GL023,2022-12-312022-12-31041403,0414032022-12-31,,04140,,,,2                                                                                                                                                                                                                                                                                       
1060060911GL023,2023-01-012023-04-25041403,0414032023-01-01,,04140,,,,2                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-132023-04-25041421,0414212022-12-13,,04142,,,,1                                                                                                                                                                                                                                                                                       
6091114223GL023,2022-12-132023-04-25041431,0414312022-12-13,,04143,,,,1                                                                                                                                                                                                                                                                                       
1700031412GL023,2022-12-142022-12-23041451,0414512022-12-14,,04145,,,,1                                                                                                                                                                                                                                                                                       
1700021010GL023,2022-12-242022-12-24041451,0414512022-12-24,,04145,,,,1                                                                                                                                                                                                                                                                                       
1700031412GL023,2022-12-252022-12-30041451,0414512022-12-25,,04145,,,,1                                                                                                                                                                                                                                                                                       
1700021010GL023,2022-12-312022-12-31041451,0414512022-12-31,,04145,,,,1                                                                                                                                                                                                                                                                                       
1700031412GL023,2023-01-012023-03-20041451,0414512023-01-01,,04145,,,,1                                                                                                                                                                                                                                                                                       
1700022100GL023,2022-12-142022-12-23041452,0414522022-12-14,,04145,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2022-12-252022-12-30041452,0414522022-12-25,,04145,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2023-01-012023-03-20041452,0414522023-01-01,,04145,,,,2                                                                                                                                                                                                                                                                                       
1700015100AV006,2022-12-132023-04-25041491,0414912022-12-13,,04149,,,,2                                                                                                                                                                                                                                                                                       
1700015100AV006,2022-12-132023-04-25041492,0414922022-12-13,,04149,,,,1                                                                                                                                                                                                                                                                                       
1060015100AV006,2022-12-132023-04-25041493,0414932022-12-13,,04149,,,,2                                                                                                                                                                                                                                                                                       
1700014223GL023,2022-12-132023-01-04041531,0415312022-12-13,,04153,,,,2                                                                                                                                                                                                                                                                                       
1700014223GL023,2023-01-052023-01-05041531,0415312023-01-05,,04153,,,,2                                                                                                                                                                                                                                                                                       
1700014223GL023,2022-12-132023-01-04041532,0415322022-12-13,,04153,,,,1                                                                                                                                                                                                                                                                                       
1700014223GL023,2023-01-052023-01-05041532,0415322023-01-05,,04153,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL026,2022-12-132022-12-24041601,0416012022-12-13,,04160,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL026,2022-12-262022-12-26041601,0416012022-12-26,,04160,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL026,2022-12-272023-03-18041601,0416012022-12-27,,04160,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL026,2023-03-202023-03-20041601,0416012023-03-20,,04160,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL026,2023-03-212023-04-25041601,0416012023-03-21,,04160,,,,1                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-132022-12-24041621,0416212022-12-13,,04162,,,,2                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-262022-12-26041621,0416212022-12-26,,04162,,,,2                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-272023-01-08041621,0416212022-12-27,,04162,,,,2                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-132022-12-24041622,0416222022-12-13,,04162,,,,1                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-262022-12-26041622,0416222022-12-26,,04162,,,,1                                                                                                                                                                                                                                                                                       
1422317000GL023,2022-12-272023-01-08041622,0416222022-12-27,,04162,,,,1                                                                                                                                                                                                                                                                                       
1700008223GL023,2022-12-142023-03-20041651,0416512022-12-14,,04165,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2022-12-132023-03-18041661,0416612022-12-13,,04166,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-03-202023-03-20041661,0416612023-03-20,,04166,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-03-212023-04-29041661,0416612023-03-21,,04166,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-022023-05-02041661,0416612023-05-02,,04166,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-032023-05-13041661,0416612023-05-03,,04166,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-152023-05-15041661,0416612023-05-15,,04166,,,,1                                                                                                                                                                                                                                                                                       
1700011600GL023,2022-12-132023-05-15041671,0416712022-12-13,,04167,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL023,2022-12-132023-05-15041672,0416722022-12-13,,04167,,,,2                                                                                                                                                                                                                                                                                       
1120011600GL023,2022-12-132023-05-15041673,0416732022-12-13,,04167,,,,2                                                                                                                                                                                                                                                                                       
1700015410GL026,2022-12-132022-12-23041711,0417112022-12-13,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015100GL026,2022-12-242022-12-24041711,0417112022-12-24,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015410GL026,2022-12-252022-12-30041711,0417112022-12-25,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015410GL026,2023-01-052023-01-05041711,0417112023-01-05,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015410GL026,2023-01-072023-04-04041711,0417112023-01-07,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015410GL026,2023-04-052023-04-05041711,0417112023-04-05,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700015410GL026,2023-04-082023-04-25041711,0417112023-04-08,,04171,,,,1                                                                                                                                                                                                                                                                                       
1700021010GL023,2022-12-142022-12-23041751,0417512022-12-14,,04175,,,,1                                                                                                                                                                                                                                                                                       
1700021010GL023,2022-12-252022-12-30041751,0417512022-12-25,,04175,,,,1                                                                                                                                                                                                                                                                                       
1700021010GL023,2023-01-012023-03-20041751,0417512023-01-01,,04175,,,,1                                                                                                                                                                                                                                                                                       
1700022100GL023,2022-12-142022-12-23041752,0417522022-12-14,,04175,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2022-12-252022-12-30041752,0417522022-12-25,,04175,,,,2                                                                                                                                                                                                                                                                                       
1700022100GL023,2023-01-012023-03-20041752,0417522023-01-01,,04175,,,,2                                                                                                                                                                                                                                                                                       
1160017000GL023,2022-12-132023-03-18041761,0417612022-12-13,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-03-192023-03-19041761,0417612023-03-19,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-03-212023-04-29041761,0417612023-03-21,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-04-302023-04-30041761,0417612023-04-30,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-012023-05-01041761,0417612023-05-01,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-032023-05-13041761,0417612023-05-03,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160017000GL023,2023-05-142023-05-14041761,0417612023-05-14,,04176,,,,1                                                                                                                                                                                                                                                                                       
1160010600GL023,2022-12-132023-05-15041762,0417622022-12-13,,04176,,,,2                                                                                                                                                                                                                                                                                       
1510017000AV006,2022-12-132023-04-25041781,0417812022-12-13,,04178,,,,2                                                                                                                                                                                                                                                                                       
1510017000AV006,2022-12-132023-04-25041782,0417822022-12-13,,04178,,,,1                                                                                                                                                                                                                                                                                       
1510010600AV006,2022-12-132023-04-25041783,0417832022-12-13,,04178,,,,2                                                                                                                                                                                                                                                                                       
1700020200GL026,2022-12-132022-12-24041791,0417912022-12-13,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700020200GL026,2022-12-262022-12-31041791,0417912022-12-26,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700020200GL026,2023-01-022023-01-05041791,0417912023-01-02,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700020200GL026,2023-01-072023-03-18041791,0417912023-01-07,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700020200GL026,2023-03-202023-04-05041791,0417912023-03-20,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700020200GL026,2023-04-082023-04-25041791,0417912023-04-08,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2022-12-132022-12-24041792,0417922022-12-13,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2022-12-262022-12-31041792,0417922022-12-26,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-01-022023-01-05041792,0417922023-01-02,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-01-072023-03-18041792,0417922023-01-07,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-03-202023-04-05041792,0417922023-03-20,,04179,,,,1                                                                                                                                                                                                                                                                                       
1700010600GL026,2023-04-082023-04-25041792,0417922023-04-08,,04179,,,,1                                                                                                                                                                                                                                                                                       
1541017000GL023,2022-12-132022-12-23041801,0418012022-12-13,,04180,,,,1                                                                                                                                                                                                                                                                                       
